epoch,PSNR,loss,val_PSNR,val_loss
0,12.666348457336426,0.06213092431426048,12.693948745727539,0.06174192950129509
1,14.0620698928833,0.04531681537628174,15.383279800415039,0.03206983953714371
2,15.910893440246582,0.02876250445842743,16.073598861694336,0.0273397546261549
3,12.919231414794922,0.05961170792579651,12.696572303771973,0.06184849888086319
4,12.68208122253418,0.061895884573459625,12.739086151123047,0.061091337352991104
5,12.777979850769043,0.06056870520114899,12.991486549377441,0.057509515434503555
6,14.017959594726562,0.045551471412181854,15.18967056274414,0.03407112881541252
7,15.36504077911377,0.032755568623542786,15.670159339904785,0.030058126896619797
8,16.314908981323242,0.026160109788179398,16.40810203552246,0.025726761668920517
9,16.805400848388672,0.02341112494468689,16.83193016052246,0.02304636873304844
10,16.284069061279297,0.027246588841080666,15.625104904174805,0.03074841946363449
11,17.07248878479004,0.022322293370962143,17.652225494384766,0.01926085352897644
12,17.584880828857422,0.019652502611279488,17.890125274658203,0.018295561894774437
13,17.777624130249023,0.018858816474676132,18.1018123626709,0.017355654388666153
14,17.142541885375977,0.02326694130897522,17.453630447387695,0.02028874307870865
15,17.97728157043457,0.017978601157665253,18.309133529663086,0.01659504324197769
16,18.32247543334961,0.016496779397130013,18.1992244720459,0.01689894124865532
17,18.177465438842773,0.017744624987244606,12.761308670043945,0.06062394380569458
18,17.617477416992188,0.020516658201813698,18.51951026916504,0.015902947634458542
19,18.534475326538086,0.015768829733133316,18.82461929321289,0.014942006208002567
20,18.739988327026367,0.015100035816431046,17.4018497467041,0.020972825586795807
21,18.103853225708008,0.018080836161971092,19.005245208740234,0.014056485146284103
22,18.561185836791992,0.01599786803126335,19.060102462768555,0.01390446163713932
23,19.024120330810547,0.014095915481448174,19.25388526916504,0.013285853900015354
24,19.10990333557129,0.013820691965520382,19.248655319213867,0.013257303275167942
25,19.172563552856445,0.013796730898320675,19.529441833496094,0.01254766434431076
26,19.048980712890625,0.01419148314744234,19.429899215698242,0.012759771198034286
27,19.488555908203125,0.012630792334675789,19.563373565673828,0.012403665110468864
28,19.481361389160156,0.012743768282234669,19.702051162719727,0.012044970877468586
29,19.51296043395996,0.012603177689015865,19.836528778076172,0.011711143888533115
30,19.384138107299805,0.013201708905398846,19.796932220458984,0.011866259388625622
31,19.86857795715332,0.011580018326640129,19.653091430664062,0.012033157050609589
32,19.770675659179688,0.01193359773606062,20.057138442993164,0.011095455847680569
33,19.73446273803711,0.012118641287088394,19.7724609375,0.011796321719884872
34,19.90121078491211,0.011607722379267216,20.164207458496094,0.010856127366423607
35,19.99053192138672,0.011334160342812538,20.032987594604492,0.011306951753795147
36,20.004375457763672,0.011234624311327934,20.050315856933594,0.01124646794050932
37,19.788578033447266,0.011916983872652054,20.187625885009766,0.010771648958325386
38,20.052949905395508,0.01126556284725666,18.545120239257812,0.015557080507278442
39,20.04437255859375,0.011227617971599102,20.269439697265625,0.010742881335318089
40,20.05275535583496,0.011219349689781666,20.188425064086914,0.010724112391471863
41,20.099069595336914,0.011061451397836208,19.84476661682129,0.011915692128241062
42,20.21443748474121,0.010694820433855057,20.30936050415039,0.010430654510855675
