epoch,PSNR,loss,val_PSNR,val_loss
0,16.988622665405273,0.024428291246294975,18.43490219116211,0.016339272260665894
1,18.928680419921875,0.014663049019873142,19.550119400024414,0.012621497735381126
2,19.836772918701172,0.01188543252646923,20.08176040649414,0.01126947719603777
3,20.12959098815918,0.011151401326060295,20.147525787353516,0.01112342532724142
4,20.393394470214844,0.0105583555996418,20.548980712890625,0.010218585841357708
5,20.677974700927734,0.009923125617206097,20.76003074645996,0.009719370864331722
6,20.963594436645508,0.009331042878329754,20.997434616088867,0.009220915846526623
7,21.355470657348633,0.008574901148676872,21.458507537841797,0.008379658684134483
8,21.661380767822266,0.008089452050626278,21.72707176208496,0.007880117744207382
9,21.87023162841797,0.007734254002571106,21.865781784057617,0.007837563753128052
10,21.977434158325195,0.007552748546004295,21.779497146606445,0.007828312925994396
11,22.05612564086914,0.007431417237967253,21.838388442993164,0.007830758579075336
12,22.13945960998535,0.007308958563953638,21.859750747680664,0.007656974717974663
13,22.188827514648438,0.007243003696203232,22.133071899414062,0.007326467894017696
14,22.312524795532227,0.00708568561822176,22.333526611328125,0.0070822397246956825
15,22.420879364013672,0.006924574729055166,22.51278305053711,0.006910491269081831
16,22.424257278442383,0.006937412545084953,22.08409309387207,0.007247221190482378
17,22.509654998779297,0.006810440681874752,22.561309814453125,0.006662826519459486
18,22.585832595825195,0.006710619665682316,22.641698837280273,0.006612114608287811
19,22.684762954711914,0.006583248730748892,22.71908187866211,0.0065523735247552395
20,22.806121826171875,0.006384050939232111,22.839256286621094,0.00638161925598979
21,22.94512939453125,0.0062425751239061356,22.929162979125977,0.006249499972909689
22,23.020177841186523,0.006176469847559929,22.949087142944336,0.006273294799029827
23,23.068864822387695,0.006092736031860113,23.179397583007812,0.005921944975852966
24,23.12512969970703,0.006077093537896872,23.070432662963867,0.0061167567037045956
25,23.149385452270508,0.006036374717950821,23.156097412109375,0.006030750460922718
26,23.198265075683594,0.005970037076622248,23.17420196533203,0.006023662630468607
27,23.256044387817383,0.005914075765758753,23.093978881835938,0.006111470516771078
28,23.277475357055664,0.00591427693143487,23.216779708862305,0.005907047539949417
29,23.28236961364746,0.0058805192820727825,23.225309371948242,0.006025910843163729
30,23.322511672973633,0.005843075457960367,23.478593826293945,0.0056483387015759945
31,23.382568359375,0.005763669032603502,23.284448623657227,0.005774787161499262
32,23.41769027709961,0.005720438901335001,23.38312530517578,0.0056836833246052265
33,23.427642822265625,0.005767833907157183,23.459985733032227,0.005776105914264917
34,23.496305465698242,0.0056490106508135796,23.489112854003906,0.005622731987386942
35,23.560739517211914,0.005598338786512613,23.53327751159668,0.005659837741404772
36,23.607070922851562,0.005558558739721775,23.625648498535156,0.005640533287078142
37,23.64213752746582,0.005516829900443554,23.621042251586914,0.005486718378961086
38,23.661327362060547,0.005511386785656214,23.503658294677734,0.005675154738128185
39,23.693944931030273,0.005476044490933418,23.489347457885742,0.005631227046251297
40,23.71120834350586,0.005468928255140781,23.55662727355957,0.005554108414798975
41,23.77243423461914,0.005380787421017885,23.79172134399414,0.00545702176168561
42,23.777450561523438,0.00541330873966217,23.676986694335938,0.005494622979313135
43,23.792644500732422,0.005388904828578234,23.852493286132812,0.005174228921532631
44,23.845029830932617,0.005319564137607813,23.683521270751953,0.005476903636008501
45,23.86778450012207,0.005280128214508295,23.802818298339844,0.005384515039622784
46,23.87488555908203,0.005275449715554714,23.723403930664062,0.005366165190935135
47,23.86347007751465,0.005316246300935745,23.716541290283203,0.005514648277312517
48,23.896793365478516,0.0052674030885100365,23.680932998657227,0.005451353266835213
49,23.937103271484375,0.005232392810285091,23.857715606689453,0.005334933754056692
50,23.976354598999023,0.00517716258764267,23.88352394104004,0.00528401555493474
51,23.973358154296875,0.005208373535424471,23.204687118530273,0.006185734178870916
52,23.978670120239258,0.005190985277295113,23.96035385131836,0.005245431326329708
53,23.989757537841797,0.005199579056352377,23.856494903564453,0.005191096104681492
54,24.040271759033203,0.00514193857088685,23.915517807006836,0.0052602868527174
55,24.025007247924805,0.005154146812856197,24.123035430908203,0.0050775050185620785
56,24.05556297302246,0.005131194368004799,23.98436164855957,0.005241601262241602
57,24.042537689208984,0.005173294804990292,23.74904441833496,0.005368091631680727
58,24.097381591796875,0.005091731436550617,23.702556610107422,0.0053879087790846825
59,24.100284576416016,0.005099690053611994,23.674100875854492,0.005593120586127043
60,24.114776611328125,0.005050694569945335,23.709556579589844,0.005454322323203087
61,24.11195945739746,0.005128448363393545,24.205930709838867,0.005141513422131538
62,24.136198043823242,0.005069824401289225,24.038850784301758,0.005150117911398411
63,24.106897354125977,0.005121191497892141,23.92037010192871,0.0053781080059707165
64,24.160722732543945,0.005017158575356007,24.03001594543457,0.0051682027988135815
65,24.169734954833984,0.0050477259792387486,24.237899780273438,0.005029335618019104
66,24.1719970703125,0.005081869661808014,24.021484375,0.005245939828455448
67,24.166412353515625,0.005087668541818857,23.983314514160156,0.0051749651320278645
68,24.18758201599121,0.00505890091881156,23.976531982421875,0.005210787057876587
69,24.245492935180664,0.004965248983353376,24.405305862426758,0.004759872332215309
70,24.236530303955078,0.004988986067473888,24.071989059448242,0.005185448564589024
71,24.23438835144043,0.005018745549023151,24.323225021362305,0.004852835088968277
72,24.284135818481445,0.004907025955617428,24.439329147338867,0.004763339646160603
73,24.30241584777832,0.004918839782476425,24.375749588012695,0.0049353050999343395
74,24.308029174804688,0.0049230000004172325,24.403425216674805,0.004852204583585262
75,24.303321838378906,0.004919258411973715,23.859838485717773,0.005281461868435144
76,24.325700759887695,0.004909547045826912,24.406574249267578,0.0049275485798716545
77,24.323396682739258,0.004907966125756502,24.4337100982666,0.00483498303219676
78,24.32479476928711,0.004941873252391815,24.25600242614746,0.004944396670907736
79,24.3830509185791,0.004852767568081617,24.10658836364746,0.00506129814311862
80,24.3262882232666,0.004974260460585356,24.374067306518555,0.004943836014717817
81,24.38637924194336,0.004900868516415358,24.139774322509766,0.005180713254958391
82,24.404972076416016,0.00486581027507782,24.478565216064453,0.004799928516149521
83,24.4287052154541,0.004852793179452419,24.531824111938477,0.004829583689570427
84,24.41233253479004,0.004866550210863352,24.479806900024414,0.004912413191050291
85,24.469572067260742,0.004791065584868193,24.41669464111328,0.004814073909074068
86,24.430410385131836,0.004843049217015505,24.245622634887695,0.004936549812555313
87,24.45874786376953,0.004823523573577404,24.403432846069336,0.004852460231631994
88,24.439119338989258,0.004859336651861668,24.578235626220703,0.004727593157440424
89,24.46904182434082,0.004806342534720898,24.19788360595703,0.0050544836558401585
90,24.475261688232422,0.004836993291974068,24.526769638061523,0.0046835653483867645
91,24.501663208007812,0.0047829304821789265,24.501285552978516,0.004738356918096542
92,24.47111701965332,0.004845640156418085,24.431324005126953,0.004866165574640036
93,24.516414642333984,0.004777355119585991,24.459333419799805,0.004905300214886665
94,24.506284713745117,0.00480639049783349,24.3564453125,0.004969821311533451
95,24.537004470825195,0.004756585694849491,24.552093505859375,0.004728289321064949
96,24.489635467529297,0.004837182350456715,24.643627166748047,0.004621570929884911
97,24.547395706176758,0.004732224624603987,24.549898147583008,0.00477096950635314
98,24.555892944335938,0.004762227181345224,23.810983657836914,0.005485668778419495
99,24.539352416992188,0.004753593355417252,24.524782180786133,0.004816313274204731
100,24.570222854614258,0.004718280863016844,24.4631290435791,0.004890508484095335
101,24.548355102539062,0.004737022798508406,24.324481964111328,0.00484660966321826
102,24.585832595825195,0.004700597375631332,24.740161895751953,0.0045846570283174515
103,24.566177368164062,0.004705140832811594,24.63383674621582,0.004826216027140617
104,24.576763153076172,0.004749914165586233,24.575428009033203,0.004625700414180756
105,24.577342987060547,0.004692410584539175,24.368440628051758,0.0049260566011071205
106,24.591655731201172,0.004665658343583345,24.295211791992188,0.004850051365792751
107,24.580686569213867,0.004731087479740381,24.704477310180664,0.004606049042195082
108,24.57830238342285,0.004735545255243778,24.47368049621582,0.00484494911506772
109,24.599424362182617,0.004687494598329067,24.646696090698242,0.004640011116862297
110,24.60663414001465,0.0047194091603159904,24.677101135253906,0.0046059670858085155
111,24.59452247619629,0.004691503942012787,24.4228572845459,0.004888715222477913
112,24.616792678833008,0.004682957660406828,24.4260196685791,0.004830736666917801
113,24.637310028076172,0.004633098375052214,24.36080551147461,0.004867698065936565
